label,seed,step,mean_skill,peak_skill
FLAT,6,300,0.31193939155180134,0.4200640736828046
FLAT,7,0,0.3187361296840646,0.3746589364297027
FLAT,7,50,0.3226428702708087,0.3844777497521496
FLAT,7,100,0.32582135739868534,0.3913379976661624
FLAT,7,150,0.3290137727531724,0.3995400373037325
FLAT,7,200,0.33635054017081834,0.4252336756251679
FLAT,7,250,0.3399075373290667,0.43639187726143047
FLAT,7,300,0.33919764330685664,0.4304597360569914
FLAT,8,0,0.31660245574929446,0.3737613572948297
FLAT,8,50,0.31668950139416835,0.37456538379456056
FLAT,8,100,0.316840338933014,0.37985421102767913
FLAT,8,150,0.32176345077157176,0.39318457243813176
FLAT,8,200,0.31277947541452306,0.4043017829899363
FLAT,8,250,0.31354513517022087,0.41922231640901475
FLAT,8,300,0.31190562795618915,0.42749679281587566
FLAT,9,0,0.32188133230601595,0.3762025144560583
FLAT,9,50,0.32071763838091055,0.3817879917195583
FLAT,9,100,0.3217407351304444,0.38755633653977417
FLAT,9,150,0.3238103638107625,0.39665553908209084
FLAT,9,200,0.32990428412617223,0.41273744950838237
FLAT,9,250,0.33262678040749344,0.4159801590505435
FLAT,9,300,0.3331729782042538,0.4202176126672474
FLAT,10,0,0.318120360757984,0.36907003199859245
FLAT,10,50,0.3191332532356452,0.3814149429833648
FLAT,10,100,0.32017287830538943,0.38949396812200865
FLAT,10,150,0.32277511092558847,0.40673132411166457
FLAT,10,200,0.3242890748189798,0.4341197934321409
FLAT,10,250,0.32899378554396774,0.46010986718242053
FLAT,10,300,0.33847659015819886,0.49276318166145044
FLAT,11,0,0.32202075503960065,0.37575179672270975
FLAT,11,50,0.3248258808891612,0.3834435470873694
FLAT,11,100,0.32331219552704704,0.39180676196794784
FLAT,11,150,0.32492658959323223,0.3995413087041144
FLAT,11,200,0.3346855055995545,0.4354454504903441
FLAT,11,250,0.3330120505621206,0.43313916281952625
FLAT,11,300,0.33473994139833857,0.4366682840519404
FLAT,12,0,0.32216154762903776,0.3797734037132908
FLAT,12,50,0.32665240363188003,0.3872694346501978
FLAT,12,100,0.32886979353486734,0.395759655612115
FLAT,12,150,0.3315673056508912,0.4011607928623615
